state,county,tract,med_house_val,med_room,med_yrBuilt,r_se_nat,r_ed_nat,lfpr,r_he_nat,jobs_idx,schl_idx,ur,pct_ba,pct_hs,pop,white,black,CBSA,area
39,35,136102,282200,7.1,1997,99,90,0.745659722,85,30.07168894,96.85662211,0.014901048,0.486412512,0.484848485,7320,6246,489,17460,14006554
39,35,136103,207500,7.4,1964,95,90,0.636157025,86,53.21405424,94.37830462,0.025982462,0.444645161,0.518967742,5862,5203,112,17460,12637318
39,35,137101,113500,4.2,1963,24,18,0.62282013,34,69.31066398,17.67645875,0.1232,0.296440129,0.602588997,2304,1592,329,17460,5185331
39,35,137102,104100,5.1,1957,47,21,0.690218824,31,69.76386083,21.88417508,0.049274255,0.13486737,0.75071908,4480,3299,788,17460,2708317
39,35,137103,118000,5.7,1963,76,21,0.636525348,67,56.17450934,26.67722866,0.057289241,0.221433401,0.664638269,3989,3072,337,17460,3108033
39,35,138105,125800,5.5,1966,30,66,0.643724696,50,83,46,0.050314465,0.202380952,0.686904762,1332,1016,161,17460,4004639
39,35,138106,115100,5.7,1963,43,46,0.673302108,44,84.93041927,33.58608385,0.08,0.177739431,0.741156169,3289,2940,278,17460,2535697
39,35,138107,106900,5.8,NA,35,27,0.63647343,56,79.14534042,27.56832448,0.059772296,0.113314448,0.725212465,2030,1679,202,17460,2171501
39,35,138108,118000,6,1962,56,24,0.642111919,63,71.47170756,28.15122684,0.107336288,0.076027646,0.829392506,3669,3535,48,17460,1619616
39,35,138109,115100,5.5,1958,43,17,0.661980257,48,73.17979127,28.87832068,0.041572526,0.1151903,0.748063321,4008,3562,136,17460,4161425
39,35,138110,131000,5.8,1963,62,28,0.595304639,43,62.8779509,32,0.05915493,0.153771447,0.724182583,4289,3696,56,17460,2094753
39,35,140100,99600,7.2,1958,33,14,0.54095941,58,23.62093628,11,0.049113233,0.309124767,0.581936685,1543,224,1147,17460,874581
39,35,140301,79700,6.2,1939,4,4,0.55359179,22,29,8,0.217301751,0.239941478,0.664228237,2483,73,2325,17460,713626
39,35,140302,93100,6.4,1939,59,24,0.64153067,26,25.94866356,14.67967756,0.015111111,0.489677419,0.501935484,2327,583,1704,17460,961024
39,35,140400,96800,6.7,1944,13,23,0.659156084,21,22.48889625,14.92807425,0.072094469,0.440925088,0.414278532,3087,987,1644,17460,1156529
39,35,140500,90200,6.1,1945,21,29,0.699202431,29,19.2127531,14.12450892,0.110809343,0.325709058,0.61116194,3445,821,2372,17460,1285648
39,35,140600,152500,7.4,1939,52,47,0.730195178,26,54.43945469,27.1659984,0.011006289,0.470509383,0.431635389,997,600,383,17460,556767
39,35,140701,106800,6.1,1939,11,48,0.709008097,32,39.53992395,25.16159696,0.230549607,0.409356725,0.489278752,2632,771,1674,17460,1058287
39,35,140702,102700,6.6,1939,17,53,0.628824477,49,42.21380846,47,0.044814341,0.294717331,0.576459685,1647,619,1028,17460,669112
39,35,140800,118800,4.7,1959,54,56,0.529215976,52,30.92191857,13.02314557,0.002096436,0.527049873,0.437024514,3751,2382,1176,17460,1900625
39,35,140900,112300,7,1939,64,56,0.657777778,56,34.61899791,32.23799582,0.016409266,0.422993492,0.548083876,2060,891,1126,17460,687321
39,35,141000,NA,4.9,1939,4,30,0.773876404,7,73.88262548,33,0.144954128,0.335581788,0.566610455,848,298,474,17460,825492
39,35,141100,179800,4.2,1939,24,69,0.665613481,57,82.39219246,35.84475715,0.059335443,0.734357849,0.24259056,4007,2728,333,17460,1079362
39,35,141200,252500,6,1939,86,65,0.691081594,70,77.83634061,41.53814498,0.048874245,0.808618504,0.191381496,2890,2199,260,17460,1347695
39,35,141300,288500,7.7,1939,88,68,0.611916895,81,90.19391206,46,0.01921845,0.803750837,0.175485599,2873,2198,138,17460,1518785
39,35,141400,241100,10,1939,98,68,0.603007519,58,70.6959707,61.91282051,0.040731505,0.753615128,0.223581758,2503,2241,157,17460,1509026
39,35,141500,205100,6.9,1939,71,74,0.746724891,39,51.70705882,49.05058824,0.070588235,0.734899329,0.246644295,1596,1308,242,17460,964052
39,35,141601,163600,7.7,1939,87,68,0.716029292,54,40,55,0.028409091,0.827919227,0.158911326,1542,1138,253,17460,939739
39,35,141602,102800,6.9,1939,64,64,0.658886894,24,42,48.23379924,0.0626703,0.470411234,0.460381143,1399,488,733,17460,520524
39,35,141700,139400,7.1,1939,93,67,0.715817694,74,39,42.73390276,0.02247191,0.711198428,0.28388998,1337,1097,170,17460,800399
39,35,150100,46000,5.6,1939,3,3,0.537628587,3,42.55828707,3.01665345,0.273917422,0.051052967,0.814294831,2244,0,2240,17460,895125
39,35,150300,46600,5.2,1939,3,2,0.552304965,4,55.40765492,16.46051033,0.136436597,0.057113188,0.698857736,1321,124,1149,17460,574892
39,35,150400,46100,5.7,1939,2,6,0.551971326,3,47.90054912,6.906650397,0.185064935,0.107142857,0.639400922,1679,34,1635,17460,421834
39,35,151100,54000,4,1939,2,2,0.603969754,1,33.28422877,4.859618718,0.215962441,0.105908584,0.690078038,1283,51,1227,17460,635430
39,35,151200,73500,3.6,1961,2,6,0.578424884,1,28,11,0.200228833,0.125301205,0.73815261,1799,63,1706,17460,828211
39,35,151300,105000,3.9,1959,19,6,0.293284365,2,43.94527596,13.13096352,0.066189624,0.252568956,0.586262845,2028,424,1544,17460,1417031
39,35,151400,58700,4.9,1939,4,7,0.394688645,1,43.72283465,4.577952756,0.153132251,0.161453078,0.678102926,1179,77,1094,17460,646584
39,35,151500,42600,4.6,1939,5,4,0.40720524,9,64,18,0.104557641,0.054678007,0.713244228,1122,74,977,17460,662341
39,35,151600,73600,4.3,1954,2,8,0.607779579,2,68.94432548,14.91648822,0.204,0.14362851,0.691144708,1686,128,1457,17460,827479
39,35,151700,52100,5.8,1939,3,5,0.496831432,14,82.30619597,10.75648415,0.094387755,0.151470588,0.719117647,1013,135,780,17460,488739
39,35,151800,59000,5.5,1939,2,7,0.562861272,11,75.95025154,15.10732253,0.259306804,0.079173838,0.746127367,1846,10,1740,17460,594351
39,35,152101,120400,7.1,1943,77,14,0.678554446,79,22.98287113,18,0.067974772,0.449755568,0.538837588,2389,1892,468,17460,1065626
39,35,152102,76800,6.1,1946,35,11,0.693851133,21,32.19995826,18,0.08488806,0.173598553,0.705244123,4016,1677,2217,17460,1426549
39,35,152201,99400,3.7,1967,7,12,0.657940062,43,12.32123575,18.71505699,0.147643979,0.147312269,0.733278621,3425,565,2710,17460,762887
39,35,152202,71300,5.1,1955,34,5,0.678381571,33,23.913546,16,0.052677405,0.140063989,0.766797014,4350,1388,2817,17460,2208457
39,35,152301,85000,3.9,1964,30,7,0.636054422,13,14,42,0.0473644,0.251533742,0.685889571,2340,1048,1205,17460,626372
39,35,152302,87600,6.3,1953,31,6,0.64922786,43,24.38957055,23.78244455,0.112621359,0.233111656,0.711585579,4091,1895,1895,17460,1700415
39,35,152303,77900,5.9,1954,27,6,0.598855917,22,36.04191137,24.26988788,0.021492537,0.142025611,0.761738456,3434,1898,1441,17460,3381850
39,35,152400,66900,6,1944,41,12,0.648071625,28,42,16,0.17109458,0.186046512,0.750830565,2003,694,1246,17460,613930
39,35,152501,61900,5.4,1953,39,10,0.586984536,8,50.22640465,17.4337116,0.113062569,0.158309159,0.723166183,3809,1540,2157,17460,1396407
39,35,152502,63200,5.5,1951,12,12,0.703376623,18,40.3770428,16.95992218,0.147710487,0.166551486,0.742225294,2219,774,1407,17460,3579093
39,35,152603,51700,5.3,1948,12,17,0.548199768,19,61,17,0.076271186,0.196403873,0.705394191,1124,147,867,17460,1838035
39,35,152604,106400,4.2,1965,7,10,0.496160662,4,65.46197632,21.99772313,0.091666667,0.246164337,0.641663825,3901,1336,2513,17460,2207928
39,35,152701,79500,3.5,1965,1,5,0.276585821,5,45,11,0.112984823,0.085551331,0.662072243,2257,122,2089,17460,864328
39,35,152702,98100,5.7,1954,43,13,0.639487179,11,33.46895161,10.0766129,0.056936648,0.160073037,0.773584906,2240,422,1658,17460,2014278
39,35,152703,100300,5.9,1965,73,14,0.661267606,44,43.80898876,15.13542283,0.077742279,0.344610543,0.577498033,1755,643,1014,17460,1876588
39,35,153103,161000,6.7,1962,72,63,0.58218126,81,64.00986972,62,0.061565523,0.380234506,0.600781686,2297,2174,17,17460,2616521
39,35,153104,134400,6.1,1948,70,69,0.711378738,84,40.34439834,57.75103734,0.051955633,0.366385721,0.58601884,2927,2787,99,17460,1583873
39,35,153105,141300,5.2,1959,57,65,0.667096358,71,45.27024212,75.46784691,0.028985507,0.319379845,0.610852713,3656,3377,128,17460,1633374
39,35,153106,170500,6.8,1955,77,66,0.738441642,77,48.11336032,59.63562753,0.025394046,0.507068452,0.442708333,3878,3642,0,17460,1993704
39,35,153107,243700,6.2,1963,80,73,0.695396331,56,52.34587714,62.21804095,0.042309607,0.583523159,0.38952164,3545,3165,204,17460,4306046
39,35,154100,59900,5.8,1946,22,6,0.764818356,22,79.50894906,13,0.159166667,0.18302583,0.686346863,2038,837,1166,17460,586504
39,35,154200,86400,5.4,1953,11,6,0.594123049,17,71.98882314,12,0.061823802,0.210946408,0.695553022,1337,634,659,17460,1273630
39,35,154300,73500,5.8,1950,3,1,0.484848485,9,61,0,0.170454545,0.055837563,0.698815567,993,18,967,17460,1773180
39,35,154400,82300,5.8,1954,14,5,0.613784135,17,85.34498427,13,0.089689266,0.155698234,0.689673622,2797,1714,826,17460,2246393
39,35,154501,68900,5.6,1953,27,11,0.572001458,21,83.72128009,25.38977024,0.07456979,0.143619204,0.730816578,3374,1951,1274,17460,2215220
39,35,154502,86300,6,1962,23,13,0.737690632,40,87.48365385,21.99615385,0.108682812,0.179096905,0.736174531,2650,1163,1377,17460,3407090
39,35,154601,70100,5.6,1954,37,12,0.702449192,23,74.80098123,24.35793515,0.082715134,0.146442279,0.727782699,4827,2730,1908,17460,2481294
39,35,154603,71800,5.6,1955,35,14,0.706049533,47,76.8472446,25,0.057324841,0.158337457,0.734289955,3084,1775,1156,17460,1263524
39,35,154604,71200,6.2,1955,42,12,0.634775136,73,78.70906397,17.49913559,0.057310469,0.152605042,0.770420168,4349,2327,1987,17460,1433415
39,35,154700,60500,6,1951,4,2,0.560168156,14,63.38190955,10.7638191,0.141651032,0.104256632,0.753855645,2365,90,2143,17460,2047159
39,35,155101,343800,8.1,1992,100,86,0.587389381,78,87,86.94734841,0.082862524,0.622356495,0.34592145,5476,4456,64,17460,10222303
39,35,155102,190400,7.1,1962,97,82,0.666112266,88,74.88035019,73.52626459,0.016229713,0.429845143,0.54903801,2914,2895,0,17460,3114807
39,35,156101,229400,6.8,1957,78,69,0.701117318,66,96,71,0.025232404,0.448730964,0.506598985,1331,1261,0,17460,8929525
39,35,156102,242500,7.4,1962,100,76,0.686849373,67,78.99336939,90.64683301,0.005258274,0.495802351,0.479491485,5838,5603,1,17460,15776354
39,35,160100,319300,7.9,1939,100,82,0.752094972,77,24.40437436,97.19125127,0.006499536,0.704510109,0.276049767,1794,1655,16,17460,1093266
39,35,160200,160500,5.3,1939,72,83,0.820927724,63,21.24169184,76.27492447,0.022996058,0.57657108,0.391702257,2248,1934,142,17460,491735
39,35,160300,183800,6.1,1939,77,79,0.735036496,55,19.46861097,83,0.01489573,0.574225122,0.375203915,1722,1578,63,17460,539472
39,35,160400,180800,5.6,1939,64,81,0.801965781,53,19.17986459,75.52281425,0.030413073,0.516143106,0.437609075,3335,3098,68,17460,1142354
39,35,160500,237800,5.2,1939,85,70,0.622110255,79,23.29744817,75.01355662,0.015245355,0.467336683,0.479731993,3839,3443,256,17460,1189041
39,35,160601,108300,3.7,1962,39,67,0.669827586,54,31.96415626,48,0.065637066,0.503883495,0.473300971,4838,3997,326,17460,580909
39,35,160602,130600,4.5,1939,18,54,0.752923425,40,31.8942896,48,0.058617234,0.353195579,0.587217684,3025,2127,468,17460,644194
39,35,160700,159400,3.6,1963,66,82,0.905759162,44,22,91,0.01734104,0.510016694,0.439065109,1627,1551,47,17460,480248
39,35,160800,158700,5.1,1939,55,81,0.778812573,81,23,98,0.025411061,0.535211268,0.444302177,944,908,5,17460,422565
39,35,160900,164000,5.5,1939,93,79,0.784340659,62,23.50955762,78.52921901,0.046409807,0.442784113,0.455760912,3653,3377,111,17460,1669567
39,35,161000,142100,6.4,1939,82,85,0.813571429,36,19,85,0.059701493,0.562746646,0.411996843,1647,1523,70,17460,372680
39,35,161100,157800,6,1939,82,80,0.72557031,70,18.90273718,71.59048631,0.034725481,0.474615385,0.487307692,3588,3426,32,17460,907035
39,35,161200,150000,5.7,1939,76,77,0.775446429,22,18.77396804,69.4460719,0.035693725,0.509405941,0.432178218,2613,2507,71,17460,707146
39,35,161300,151200,5.7,1939,77,77,0.71422469,59,20.12096774,81,0.085526316,0.438487315,0.503590235,2997,2554,160,17460,802121
39,35,161400,138700,5.9,1939,90,68,0.784344423,27,24.62396576,75.28730385,0.025449102,0.421416235,0.477547496,3234,2843,220,17460,932643
39,35,161500,154900,5.5,1939,67,61,0.751091703,32,29.10447012,50.00678051,0.075996678,0.478868063,0.440646821,3743,3527,92,17460,1012091
39,35,161600,162100,5.5,1939,37,55,0.706467662,21,32,17,0.054577465,0.321428571,0.581232493,1951,1484,183,17460,459445
39,35,161700,99500,5,1939,10,37,0.702317291,29,32.63758079,17,0.090524535,0.181232092,0.743553009,2136,1637,378,17460,409627
39,35,161800,96900,4.2,1939,9,46,0.708939709,7,31,54,0.085043988,0.103064067,0.63091922,1325,932,102,17460,499013
39,35,170101,137100,6.6,1955,73,54,0.706801471,68,43.89597781,56,0.082574772,0.402304609,0.559118236,2606,1971,445,17460,1683173
39,35,170102,144500,6.9,1953,82,69,0.681475708,88,56.6258572,62.29770069,0.042659493,0.515277778,0.475277778,4812,4046,661,17460,2844217
39,35,170201,139600,6.2,1963,76,71,0.56805293,68,70.7567448,56,0.071547421,0.559038662,0.396551724,2327,1848,370,17460,4371193
39,35,170202,150700,6,1962,91,67,0.575051607,57,80.21703438,56,0,0.522817764,0.437366003,3788,3244,323,17460,2580627
39,35,171102,66500,5.8,1953,20,5,0.690184848,17,69.96439169,10.02255193,0.070162203,0.208495363,0.653006282,4991,950,3873,17460,2784653
39,35,171103,56100,5.8,1951,19,4,0.649981732,19,66.28253469,8.635244828,0.115233277,0.147636972,0.705980761,3380,652,2584,17460,1907905
39,35,171104,61400,5.9,1953,11,3,0.574561404,37,80.21734382,15.47706422,0.103307888,0.097432024,0.832703927,4450,306,3969,17460,1599814
39,35,171203,66700,5.9,1955,18,3,0.737373737,43,67.17028571,17.04228571,0.129158513,0.120594714,0.772577093,2540,734,1736,17460,1814786
39,35,171204,60500,5.9,1955,17,4,0.636363636,6,60.3190453,14,0.045548654,0.137675185,0.801319044,1940,484,1381,17460,1725490
39,35,171205,80000,5.5,1962,55,4,0.639554795,54,65.84189723,14,0.067603748,0.140674157,0.753707865,2762,812,1929,17460,1788880
39,35,171206,84300,5.9,1963,45,2,0.669064748,46,71.06779661,14,0.106758833,0.142951252,0.767457181,2320,1070,1129,17460,1771511
39,35,172101,126000,6,1954,79,79,0.667961165,64,77.20685714,80,0.016715116,0.318181818,0.61007667,2600,2151,164,17460,1278499
39,35,172102,138500,6,1959,77,77,0.696697775,74,85.18059228,80,0.053229974,0.336705787,0.624443545,3351,2935,361,17460,1770896
39,35,172103,161800,4,1967,49,76,0.51665451,40,88,74.18315018,0.051764706,0.465577284,0.45459416,4583,3087,778,17460,1588336
39,35,172201,152200,6.2,1958,91,80,0.657174972,45,86.61226136,80,0.041049031,0.318007663,0.59088974,3525,3109,229,17460,2314273
39,35,172202,171900,4.3,1967,70,80,0.716433942,65,90.84933171,74.98274605,0.055097451,0.477110583,0.469678954,4610,3464,985,17460,3847181
39,35,173103,181500,6.4,1967,72,49,0.577433628,85,51.47733813,58.56798561,0.029118774,0.318533815,0.610738255,2636,2351,209,17460,3294169
39,35,173104,148000,5.4,1978,88,50,0.621204579,85,77.85110019,64.84191412,0.043269231,0.289090909,0.645974026,4600,4289,194,17460,7389715
39,35,173105,180100,7.2,1973,83,70,0.537848606,79,51,74,0.026851852,0.326576577,0.553490991,2299,2175,25,17460,1669962
39,35,173106,161500,4.2,1972,70,74,0.624449712,77,71.70677966,74,0.028199566,0.536789935,0.420510865,3626,2223,48,17460,2349595
39,35,173107,140800,6.3,1958,89,68,0.526341948,85,83.10482264,71.80948585,0.011331445,0.38189609,0.525977504,2412,2335,37,17460,6210876
39,35,174103,161100,6.9,1968,78,77,0.535757091,48,38.33629776,82.31884058,0.070842655,0.255632184,0.602298851,2947,2679,60,17460,5194241
39,35,174104,181200,7.6,1971,57,76,0.558388577,80,61.29032258,85,0.059360731,0.307514451,0.583815029,2369,2219,39,17460,1943593
39,35,174105,172800,7.4,1967,96,76,0.637307852,83,68.94876033,71,0.013770492,0.409469303,0.546305931,2919,2667,54,17460,2611404
39,35,174106,138800,5.8,1965,92,70,0.749130435,76,51.52324493,53.16942278,0.048752176,0.354176175,0.594249201,2844,2713,40,17460,2029610
39,35,174107,137400,6.1,1961,80,67,0.694355698,69,37.38986611,50.7280126,0.037832311,0.31433034,0.643108161,3376,3267,0,17460,2130721
39,35,174203,177400,7.1,1979,93,79,0.586550436,84,17,87,0.012738854,0.376825247,0.593499764,2827,2666,121,17460,3145040
39,35,174204,150300,6.6,1963,83,71,0.644352901,87,44.04008495,84.22829838,0.023441662,0.270383011,0.646947289,3532,3182,43,17460,3297758
39,35,174205,151600,4.7,1969,50,70,0.652142857,60,72.11977103,73.22324967,0.054034319,0.371876816,0.56101104,5218,4763,148,17460,4659545
39,35,174206,141200,4.8,1966,50,74,0.733235438,39,69.37100125,40.42002493,0.046728972,0.135445112,0.778263244,2427,2071,94,17460,1519604
39,35,174207,148100,5.4,1963,52,69,0.578231293,37,66.15195792,49.92226768,0.005882353,0.256837607,0.670512821,3251,2915,136,17460,3699770
39,35,175103,140500,5.1,1978,75,80,0.676058743,53,22.95302013,87.59850858,0.038646123,0.359866716,0.574972233,7227,6515,241,17460,9126217
39,35,175104,218600,5.7,1987,68,83,0.66212766,75,17.27908518,90.31488233,0.042608134,0.361488067,0.568788021,5626,5075,294,17460,7607302
39,35,175105,226400,7.5,1981,89,86,0.646393972,94,11.41181417,94.94113937,0.024146545,0.433134328,0.520597015,4584,4431,10,17460,7033498
39,35,175106,234900,8,1978,97,86,0.634820371,70,11.71352033,66,0.023631841,0.431693989,0.537340619,3017,2961,0,17460,3680155
39,35,175201,225400,6.8,1985,94,86,0.715327103,78,19.82505334,88.95199634,0.031617455,0.46760187,0.473391227,6543,5794,88,17460,15626750
39,35,175202,256700,6.2,1985,94,82,0.664074074,69,17.42670401,88,0.02119353,0.367574257,0.564768977,3255,3046,42,17460,12108235
39,35,176100,175200,6.9,1957,96,68,0.680189673,78,35.13131769,85.87590253,0.034082107,0.384153661,0.588835534,2270,2194,3,17460,4334187
39,35,176200,138200,6,1980,76,66,0.666973533,67,21.21791978,82.84476472,0.038647343,0.336032389,0.641447368,5590,5332,80,17460,5464028
39,35,177101,108600,4.8,1960,45,12,0.68177978,47,64.68213181,25.60433024,0.066914498,0.198388721,0.704598859,4391,3380,484,17460,4999061
39,35,177103,112900,5.3,1958,33,29,0.708654416,59,39.23044966,44,0.081974069,0.270605398,0.653172867,4051,3374,260,17460,1975664
39,35,177104,94600,5.9,1951,47,28,0.665784499,53,23.60217391,57.47391304,0.049971607,0.244584838,0.637184116,3327,3108,48,17460,1426649
39,35,177201,95300,6,1953,40,35,0.707239962,61,15.5209826,46.3216479,0.075994636,0.158775365,0.7750089,3963,3668,36,17460,1117585
39,35,177202,89500,5.8,1953,40,22,0.644516918,40,19.41463415,49.44199881,0.120809614,0.168644906,0.731454006,3051,2917,29,17460,1171107
39,35,177302,110700,5.8,1958,56,60,0.639150943,66,50.21223857,73.41673122,0.023616236,0.203779367,0.687946885,2547,2290,86,17460,1864075
39,35,177303,98600,5.8,1952,65,39,0.709308372,65,39.22413793,43,0.029692082,0.18766756,0.72088174,4385,3761,163,17460,1613500
39,35,177304,91700,4.7,1965,18,54,0.625564881,29,42.51235768,45.84698695,0.102167183,0.203277409,0.711275849,3761,3135,386,17460,1636856
39,35,177403,103800,6.1,1953,75,54,0.70276873,79,14.03767561,30,0.050984936,0.182596291,0.730860675,3019,2731,0,17460,981750
39,35,177404,108800,6.2,1954,60,63,0.691386458,65,13.6653913,40.76,0.048634244,0.288622129,0.588726514,2684,2111,177,17460,935628
39,35,177405,110000,6,1954,70,62,0.728684211,46,9.998246767,33.33640149,0.050706266,0.18390462,0.776751118,4624,4356,159,17460,1819181
39,35,177406,96700,6.4,1952,59,51,0.687810945,63,11.65433925,53.00197239,0.061030741,0.229502327,0.665234515,3890,3675,204,17460,1400908
39,35,177501,107100,5.7,1958,50,63,0.656651109,55,21.63984856,62.36015144,0.067857143,0.154665806,0.743945754,4008,3762,44,17460,1745199
39,35,177503,156000,6.7,1967,63,76,0.609903812,67,26.5333149,74,0.022780374,0.25631769,0.632972323,3306,3176,24,17460,5367100
39,35,177504,123700,6.3,1959,74,74,0.622512438,65,18.11199011,65,0.03996004,0.169038528,0.715723707,3941,3861,27,17460,2066641
39,35,177505,155900,6.6,1969,82,76,0.652511652,66,18.32071413,49.15702302,0.03015873,0.277209302,0.656434109,4415,4192,75,17460,3670778
39,35,177604,126900,6.3,1957,65,45,0.613493425,82,21.99761337,54.50071599,0.043802423,0.176547231,0.704885993,2083,2015,11,17460,2244977
39,35,177605,140200,6.7,1960,78,54,0.592876465,76,22,56,0.051711027,0.192911392,0.752911392,2549,2266,171,17460,2464877
39,35,177606,144300,6,1967,59,60,0.598633393,60,19.25762355,55.829653,0.058064516,0.206801786,0.726897973,3962,3309,343,17460,3174145
39,35,177607,165500,5.3,1974,48,70,0.620629371,69,18.48091807,66.34160662,0.044600939,0.252555226,0.638311902,4026,3558,61,17460,3019442
39,35,177608,123400,5.2,1968,59,72,0.654513508,33,15.4681196,50.3148415,0.059731544,0.285066734,0.664819945,5275,4896,33,17460,4436722
39,35,177609,157400,6.7,1969,98,71,0.549937578,68,18.83586338,53.51612903,0.010215664,0.279161206,0.652031455,1833,1782,30,17460,2712896
39,35,178101,114000,5.4,1959,32,28,0.642301038,66,43.90930467,32,0.032996633,0.196502058,0.712962963,2828,2476,87,17460,1812413
39,35,178102,120000,4.8,1969,68,37,0.675452609,84,39.56511682,33.45685866,0.046905794,0.325630891,0.611128002,4455,3587,596,17460,2184761
39,35,178201,107300,5.6,NA,46,52,0.707088881,77,19.45303244,37.96191819,0.037150127,0.244645799,0.694398682,3133,2867,125,17460,2045107
39,35,178204,136000,4.3,1965,26,49,0.599743261,19,21.42484927,53,0.062071918,0.21875,0.673677885,4690,3844,441,17460,1592188
39,35,178205,117100,6.4,1958,86,38,0.613256484,43,26.79137324,32,0.029135338,0.259047619,0.673015873,2052,1770,76,17460,1152649
39,35,178206,115900,5.9,1955,85,45,0.636672326,82,31.27257355,40.42069665,0.046666667,0.276811594,0.632850242,2887,2796,2,17460,2067326
39,35,179101,401600,8.3,1969,98,65,0.619653588,69,90.72495974,86.70628019,0.012549914,0.766610597,0.216568545,3425,2711,128,17460,8329938
39,35,179102,477000,10,1964,100,71,0.628372093,84,91.38587335,88.29888657,0.025166543,0.794344473,0.2,2844,2570,85,17460,10082876
39,35,180102,143100,6.9,1977,59,26,0.638422819,70,44.66980892,48.23923567,0.102934735,0.463920718,0.50046454,4134,1854,1860,17460,4183955
39,35,180103,138500,6.8,1961,83,29,0.634788635,73,55.89116588,20.23539186,0.063318777,0.373916321,0.555220505,3405,1632,1697,17460,4815001
39,35,180104,141700,3.8,1967,7,27,0.581395349,6,67.51096346,41.17541528,0.024727273,0.146133333,0.7232,2867,694,1914,17460,2491259
39,35,181100,358400,7.4,1948,99,88,0.638344227,63,35.50763135,94.94115057,0.04654049,0.70813196,0.283042656,6607,6267,93,17460,4020870
39,35,181201,232000,5.9,1968,82,80,0.597981497,81,44.77188082,98.1679702,0.030942335,0.516801854,0.411819235,5604,5259,49,17460,3858116
39,35,181203,232800,6.5,1950,84,85,0.677892919,66,30.78860473,92,0.021019108,0.610144928,0.385024155,2927,2863,10,17460,1726135
39,35,181204,209600,5.4,1960,87,82,0.642737095,65,40.05020243,83.04008097,0.034366829,0.526976496,0.455662393,5060,4718,96,17460,2656410
39,35,182103,162700,6.8,1965,100,71,0.615090735,82,84.57876036,57.89498618,0.020186335,0.329681794,0.62962963,2368,2225,113,17460,2416762
39,35,182104,176500,6.9,1965,96,78,0.613215488,93,84,95,0.065202471,0.360701107,0.592250923,2705,2549,43,17460,2904708
39,35,182105,173600,7,1963,95,80,0.614604462,82,63.91808075,95,0.03960396,0.371059628,0.587162932,3530,3303,145,17460,3438210
39,35,182106,192700,7.2,1973,95,82,0.585227273,87,39.33281686,95,0.069255663,0.333066453,0.608486789,3035,2853,1,17460,3946564
39,35,183100,294500,5.2,1943,64,76,0.659881255,63,70.79720745,47.63730053,0.05848329,0.726072607,0.2621405,2857,1698,609,17460,1951749
39,35,183200,460300,10,1939,100,87,0.694054054,86,47.28773204,46.85835351,0.028037383,0.873639661,0.117291415,2498,2212,104,17460,2856088
39,35,183300,346900,10,1953,100,84,0.671793294,73,77.47535842,60.22222222,0.017399267,0.839076499,0.151274983,4176,3552,392,17460,3848961
39,35,183401,233700,8.4,1939,68,82,0.663865546,70,39.28862165,42.28862165,0.089581305,0.707782673,0.259911894,2037,1241,585,17460,1233301
39,35,183402,150200,5.6,1949,69,62,0.640145985,39,39,31,0.058479532,0.458178439,0.457249071,1583,305,1177,17460,669656
39,35,183501,122300,5.1,1956,66,80,0.709325797,71,65.28002948,59.20338983,0.091633466,0.637694013,0.355654102,3032,1492,1294,17460,1501807
39,35,183502,251300,7.1,1939,89,83,0.675009339,74,41.50956284,45.1557377,0.094631987,0.746031746,0.232397232,3579,2537,792,17460,1600633
39,35,183603,85200,6.4,1941,12,55,0.565260059,10,33.60709838,0,0.065972222,0.205596107,0.672749392,1369,85,1230,17460,513682
39,35,183604,127300,6.4,1941,39,65,0.658739596,14,39.54965822,42,0.076714801,0.431387415,0.488248673,2111,564,1371,17460,719764
39,35,183605,178600,6.1,1952,81,67,0.658128594,45,71.97841727,29.97410072,0.072279587,0.575099943,0.388920617,2398,1014,1184,17460,938556
39,35,183606,153000,6.9,1941,38,70,0.713029576,21,56.4135995,26,0.044843049,0.582159624,0.412206573,1747,751,893,17460,503465
39,35,184103,319900,10,1977,100,94,0.692484411,74,92.25092251,93.50184502,0.014811276,0.701208349,0.284877334,3899,3172,251,17460,5954576
